Wholesaler States,Wholesalers,Wholesaler ID,PDCNs,PDCN Code,Current On Hand in Units,Daily Rate of Sales,Days on Hand
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,25,4.433333,5.639098
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,24,0.366667,65.454545
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,19,2.45,7.755102
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,13,0.1,130
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,11,2.85,3.859649
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,10,0.1,100
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,8,0.783333,10.212766
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,7,0.233333,30
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,5,0.133333,37.5
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,3,0.016667,180
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW ELEVATION 6 % 1/2 BARREL SV,108F940,2,-0.016667,-120
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,14.916667,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,0,-0.166667,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",33213,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,-2,4.233333,-0.472441
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,305,18.4,16.576087
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,160,3.833333,41.73913
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,157,7.533333,20.840708
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,119,13.633333,8.728606
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,49,3.333333,14.7
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,25,0.016667,1500
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,21,1.25,16.8
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,17,9.083333,1.87156
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW BURST SERIES 5 % 1/6 BARREL SV,10JW97X,12,0,720
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,11,0.3,36.666667
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW BURST SERIES 5 % 1/2 BARREL SV,10JW94X,8,0,480
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,5,0.4,12.5
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,4,0.016667,240
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,3,0.033333,90
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,3,1.316667,2.278481
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,3,0.016667,180
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,2,1.583333,1.263158
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,1,0.066667,15
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,1.816667,0
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.833333,0
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.166667,0
NC,"HARRIS BEVERAGES  LLC, NC",63236,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,-1,12.416667,-0.080537
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,189,8.266667,22.862903
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,165,20.6,8.009709
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,89,15.783333,5.63886
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,81,5.866667,13.806818
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,76,4.133333,18.387097
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,65,3.366667,19.306931
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,51,4.3,11.860465
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,32,6.066667,5.274725
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,30,1.283333,23.376623
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,24,-0.066667,-360
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,18,-0.016667,-1080
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,17,1.35,12.592593
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,12,0.816667,14.693878
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,8,0,480
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,8,0.416667,19.2
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,5,0.016667,300
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,2,0.066667,30
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,2,0,120
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,1,0.066667,15
NC,"ADAMS BEVERAGES OF NC LLC, NC",73291,WW APP SESSION 5 % 24/16 AL CAN,10EM16Z,0,0.783333,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,366,7.8,46.923077
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,131,8.05,16.273292
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,95,2.533333,37.5
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,48,1.866667,25.714286
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,48,2.266667,21.176471
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,44,2.116667,20.787402
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW APP SESSION 5 % 24/16 AL CAN,10EM16Z,36,0.216667,166.153846
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,22,0.716667,30.697674
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,17,2.7,6.296296
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,12,0.066667,180
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,12,0.116667,102.857143
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,9,0.083333,108
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,7,0.216667,32.307692
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,6,0.1,60
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,5,0.016667,300
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,4,0,240
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,3,0.933333,3.214286
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW SMASHVILLE 6 % 1/6 BARREL SV,108G970,1,0,60
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,0.466667,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,0.183333,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",43234,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.066667,0
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,274,22.35,12.259508
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,190,33.783333,5.624075
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,84,11.066667,7.590361
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,70,7.616667,9.190372
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,57,9.183333,6.206897
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,55,0.566667,97.058824
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,10,5.8,1.724138
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,7,0.066667,105
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,5,2.066667,2.419355
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,4,14.733333,0.271493
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,1,0.016667,60
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW PERNICIOUS 8 % 24/16 AL CAN,101616S,1,0.033333,30
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,1,0.333333,3
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,0,4.433333,0
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,2.283333,0
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW APP SESSION 5 % 1/6 BARREL SV,10EM970,0,0.233333,0
NC,"SKYLAND DISTRIBUTING COMPANY, NC","=""03202""",WW APP SESSION 5 % 1/2 BARREL SV,10EM940,0,0.116667,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,175,6.35,27.559055
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,114,5.1,22.352941
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,48,2.966667,16.179775
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,43,1.383333,31.084337
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,29,1.15,25.217391
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,28,0.583333,48
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,27,0.366667,73.636364
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,27,1.216667,22.191781
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,8,0.8,10
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,8,-0.016667,-480
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,6,0.166667,36
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,1,0,60
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,0.233333,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,0,-0.05,0
NC,"R H BARRINGER DIST CO INC, NC",53296,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,137,11.933333,11.480447
NC,"R H BARRINGER DIST CO INC, NC",53296,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,94,8.85,10.621469
NC,"R H BARRINGER DIST CO INC, NC",53296,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,58,1.966667,29.491525
NC,"R H BARRINGER DIST CO INC, NC",53296,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,40,12.616667,3.17041
NC,"R H BARRINGER DIST CO INC, NC",53296,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,35,3.916667,8.93617
NC,"R H BARRINGER DIST CO INC, NC",53296,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,28,1.85,15.135135
NC,"R H BARRINGER DIST CO INC, NC",53296,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,19,2.15,8.837209
NC,"R H BARRINGER DIST CO INC, NC",53296,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,12,0.583333,20.571429
NC,"R H BARRINGER DIST CO INC, NC",53296,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,7,0.583333,12
NC,"R H BARRINGER DIST CO INC, NC",53296,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,6,0,360
NC,"R H BARRINGER DIST CO INC, NC",53296,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,6,0.033333,180
NC,"R H BARRINGER DIST CO INC, NC",53296,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,4,0.716667,5.581395
NC,"R H BARRINGER DIST CO INC, NC",53296,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,2,0,120
NC,"R H BARRINGER DIST CO INC, NC",53296,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,2,0,120
NC,"R H BARRINGER DIST CO INC, NC",53296,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,1.416667,0
NC,"R H BARRINGER DIST CO INC, NC",53296,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,1.2,0
NC,"R H BARRINGER DIST CO INC, NC",53296,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,0.616667,0
NC,"R H BARRINGER DIST CO INC, NC",53296,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,2.416667,0
NC,"R H BARRINGER DIST CO INC, NC",53296,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,0,0.166667,0
NC,"R H BARRINGER DIST CO INC, NC",33245,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,166,15.7,10.573248
NC,"R H BARRINGER DIST CO INC, NC",33245,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,66,9.8,6.734694
NC,"R H BARRINGER DIST CO INC, NC",33245,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,49,2.7,18.148148
NC,"R H BARRINGER DIST CO INC, NC",33245,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,46,13.283333,3.462986
NC,"R H BARRINGER DIST CO INC, NC",33245,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,36,1.333333,27
NC,"R H BARRINGER DIST CO INC, NC",33245,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,26,6.116667,4.250681
NC,"R H BARRINGER DIST CO INC, NC",33245,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,10,1.1,9.090909
NC,"R H BARRINGER DIST CO INC, NC",33245,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,10,1.166667,8.571429
NC,"R H BARRINGER DIST CO INC, NC",33245,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,8,0.316667,25.263158
NC,"R H BARRINGER DIST CO INC, NC",33245,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,8,0.883333,9.056604
NC,"R H BARRINGER DIST CO INC, NC",33245,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,8,0.516667,15.483871
NC,"R H BARRINGER DIST CO INC, NC",33245,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,3,0.016667,180
NC,"R H BARRINGER DIST CO INC, NC",33245,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,2,0,120
NC,"R H BARRINGER DIST CO INC, NC",33245,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,1,0.4,2.5
NC,"R H BARRINGER DIST CO INC, NC",33245,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,1,2.066667,0.483871
NC,"R H BARRINGER DIST CO INC, NC",33245,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,0.733333,0
NC,"R H BARRINGER DIST CO INC, NC",33245,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,0,0.15,0
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,97,2.566667,37.792208
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,43,0.3,143.333333
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,14,0.15,93.333333
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,14,0.633333,22.105263
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,12,0.65,18.461538
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,5,0.016667,300
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,4,4.933333,0.810811
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,4,0.083333,48
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW FREAK OF NAT 9% 1/2 BARREL SV,105I940,3,0,180
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,3,0.05,60
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,1,0.15,6.666667
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,7.433333,0
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,0.316667,0
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,1.166667,0
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW FREAK OF NAT 9% 24/12 NRLN 6/4 EM,105I64S,0,0.133333,0
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,0,0.75,0
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,1.033333,0
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,0,2.666667,0
NC,"CITY BEVERAGE COMPANY INC, NC",73222,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,0,0.533333,0
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,28,0.05,560
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,18,0.116667,154.285714
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,16,0.05,320
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,10,0.116667,85.714286
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,10,1.35,7.407407
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,10,0.033333,300
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,10,1.216667,8.219178
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,6,0.116667,51.428571
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,5,-0.016667,-300
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW WATERMELON B 5 % 1/2 BARREL SV,10JU940,2,0,120
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,1,1.233333,0.810811
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,1,0.283333,3.529412
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,1,2.55,0.392157
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.366667,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,6,0.233333,25.714286
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,6,0.716667,8.372093
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,5,0.35,14.285714
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,5,0.183333,27.272727
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,0,0.833333,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,0.116667,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,0.083333,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,0,0.65,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,3,0.316667,9.473684
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,2,1.3,1.538462
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,2,3.216667,0.621762
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,1,0.333333,3
