Wholesaler States,Wholesalers,Wholesaler ID,PDCNs,PDCN Code,Current On Hand in Units,Daily Rate of Sales,Days on Hand
NC,"R H BARRINGER DIST CO INC, NC",53296,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,1,0.7,1.428571
NC,"R H BARRINGER DIST CO INC, NC",53296,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,1.25,0
NC,"R H BARRINGER DIST CO INC, NC",53296,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,0,0.05,0
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,63,0.9,70
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,62,1.916667,32.347826
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,30,0.016667,1800
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,28,0.05,560
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,28,0.05,560
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,22,0.316667,69.473684
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,21,1.316667,15.949367
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,21,0.05,420
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,19,0.116667,162.857143
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,17,0.966667,17.586207
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,16,0.333333,48
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,11,0.016667,660
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,8,-0.066667,-120
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW WATERMELON B 5 % 1/2 BARREL SV,10JU940,2,0,120
NC,"CAROLINA EAGLE DIST INC, NC",43233,WW COAST LOVE 6 % 24/16 AL CAN 6/4 TRAY,10KS6Z4,1,0,60
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,66,6.316667,10.448549
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,46,3.083333,14.918919
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,36,0.216667,166.153846
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,35,1.133333,30.882353
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,26,1.166667,22.285714
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,25,0,1500
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,15,5.516667,2.719033
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,11,0.083333,132
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,10,-0.05,-200
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,8,0,480
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,5,0,300
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,4,0.166667,24
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,2,-0.016667,-120
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,1,0,60
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,0,0.466667,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,1.05,0
NC,"ADAMS BEVERAGES OF NC LLC, NC",43232,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,0,0.833333,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,14,0.2,70
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,0,0.55,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,0.1,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,0.466667,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,0,0.483333,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,0.083333,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.066667,0
NC,"CAROLINA EAGLE DIST INC, NC",43272,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,0,0.233333,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,2,0.3,6.666667
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,1,1.35,0.740741
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,1,3.083333,0.324324
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,0,0.183333,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,0.266667,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,0.15,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.15,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.183333,0
NC,"HARRIS BEVERAGES  LLC, NC",63221,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,0,0.283333,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,609,17,35.823529
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,390,29.45,13.242784
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,332,14.616667,22.713797
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,140,9.416667,14.867257
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,124,2.8,44.285714
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,100,3.85,25.974026
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,92,4.866667,18.90411
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,64,2.75,23.272727
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,58,2.366667,24.507042
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,47,7.25,6.482759
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,29,5.416667,5.353846
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,24,0.016667,1440
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,20,1.066667,18.75
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW WATERMELON B 5 % 1/6 BARREL SV,10JU970,19,0.65,29.230769
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW LIEUT DANK 7 % 1/2 BARREL SV,1059940,16,0,960
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,10,0.05,200
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW BURST SERIES 5 % 1/6 BARREL SV,10JW97X,2,0.116667,17.142857
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,2,0.016667,120
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW BURST SERIES 5 % 1/2 BARREL SV,10JW94X,0,0.1,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.55,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",23912,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,2.583333,0
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,456,29.05,15.697074
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,311,13.7,22.70073
SC,"K W ASSOCIATES LLC, SC",53929,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,178,7.716667,23.066955
SC,"K W ASSOCIATES LLC, SC",53929,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,119,8.533333,13.945313
SC,"K W ASSOCIATES LLC, SC",53929,WW APPALACHIA 8 % 24/12 AL CAN 4/6 TRAY,101K4Z6,102,11.883333,8.58345
SC,"K W ASSOCIATES LLC, SC",53929,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,98,6.016667,16.288089
SC,"K W ASSOCIATES LLC, SC",53929,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,88,10.5,8.380952
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 24/16 AL CAN,101616Z,74,1.883333,39.292035
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,38,1.016667,37.377049
SC,"K W ASSOCIATES LLC, SC",53929,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,26,1.516667,17.142857
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,15,0.483333,31.034483
SC,"K W ASSOCIATES LLC, SC",53929,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,14,0.4,35
SC,"K W ASSOCIATES LLC, SC",53929,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,13,2.083333,6.24
SC,"K W ASSOCIATES LLC, SC",53929,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,12,0.166667,72
SC,"K W ASSOCIATES LLC, SC",53929,WW LIEUT DANK 7 % 1/2 BARREL SV,1059940,6,0.1,60
SC,"K W ASSOCIATES LLC, SC",53929,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,6,0,360
SC,"K W ASSOCIATES LLC, SC",53929,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,4,0.033333,120
SC,"K W ASSOCIATES LLC, SC",53929,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.05,0
SC,"K W ASSOCIATES LLC, SC",53929,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.25,0
SC,"K W ASSOCIATES LLC, SC",53929,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,0,0.05,0
SC,"K W ASSOCIATES LLC, SC",53929,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,0,0.066667,0
SC,"K W ASSOCIATES LLC, SC",53929,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,2.5,0
SC,"K W ASSOCIATES LLC, SC",33916,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,258,7.166667,36
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,126,5.25,24
SC,"K W ASSOCIATES LLC, SC",33916,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,114,4.616667,24.693141
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,106,17.016667,6.229187
SC,"K W ASSOCIATES LLC, SC",33916,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,98,2.516667,38.940397
SC,"K W ASSOCIATES LLC, SC",33916,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,80,6.066667,13.186813
SC,"K W ASSOCIATES LLC, SC",33916,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,62,2.733333,22.682927
SC,"K W ASSOCIATES LLC, SC",33916,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,49,4.183333,11.713147
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,37,0.183333,201.818182
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 24/16 AL CAN,101616Z,24,1.75,13.714286
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664S,20,0.133333,150
SC,"K W ASSOCIATES LLC, SC",33916,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,20,0.45,44.444444
SC,"K W ASSOCIATES LLC, SC",33916,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,11,0.383333,28.695652
SC,"K W ASSOCIATES LLC, SC",33916,WW FREAK OF NAT 9% 24/12 NRLN 6/4 EM,105I64S,9,0.216667,41.538462
SC,"K W ASSOCIATES LLC, SC",33916,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,8,0.133333,60
SC,"K W ASSOCIATES LLC, SC",33916,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,4,0.016667,240
SC,"K W ASSOCIATES LLC, SC",33916,WW APP SESSION 5 % 1/2 BARREL SV,10EM940,3,0.116667,25.714286
SC,"K W ASSOCIATES LLC, SC",33916,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,1,1.516667,0.659341
SC,"K W ASSOCIATES LLC, SC",33916,WW LIEUT DANK 7 % 1/2 BARREL SV,1059940,1,0.016667,60
SC,"K W ASSOCIATES LLC, SC",33916,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,1.1,0
SC,"K W ASSOCIATES LLC, SC",33916,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,0,0.05,0
SC,"K W ASSOCIATES LLC, SC",33916,WW LIEUT DANK 7 % 1/6 BARREL SV,1059970,0,0.05,0
SC,"B & B DISTRIBUTORS INC, SC",33917,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,661,15.933333,41.485356
SC,"B & B DISTRIBUTORS INC, SC",33917,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,91,1.183333,76.901408
SC,"B & B DISTRIBUTORS INC, SC",33917,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,82,2.983333,27.486034
SC,"B & B DISTRIBUTORS INC, SC",33917,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,79,2.883333,27.398844
SC,"B & B DISTRIBUTORS INC, SC",33917,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,51,1.1,46.363636
SC,"B & B DISTRIBUTORS INC, SC",33917,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,24,2.983333,8.044693
SC,"B & B DISTRIBUTORS INC, SC",33917,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,14,0.583333,24
SC,"B & B DISTRIBUTORS INC, SC",33917,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,10,1.05,9.52381
SC,"B & B DISTRIBUTORS INC, SC",33917,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,1,0.116667,8.571429
SC,"B & B DISTRIBUTORS INC, SC",33917,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.4,0
SC,"B & B DISTRIBUTORS INC, SC",33917,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,0,0.2,0
SC,"B & B DISTRIBUTORS INC, SC",33917,WW APP SESSION 5 % 1/6 BARREL SV,10EM970,0,0.05,0
SC,"B & B DISTRIBUTORS INC, SC",33917,WW FREAK OF NAT 9% 1/6 BARREL SV,105I970,0,0.05,0
SC,"B & B DISTRIBUTORS INC, SC",33917,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,-1,1.3,-0.769231
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,73,2.05,35.609756
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,71,1.5,47.333333
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,67,2.1,31.904762
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,55,4.6,11.956522
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,54,1.633333,33.061224
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,34,1,34
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,30,0.866667,34.615385
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,25,0.45,55.555556
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 24/12 NRLN 6/4 EM,101664Z,12,0.016667,720
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,11,0.15,73.333333
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,8,0.066667,120
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,2,1.616667,1.237113
SC,"BUDWEISER OF SPARTANBURG INC, SC",53978,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,0,0.883333,0
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 24/12 AL CAN,10162Z4,100,6.316667,15.831135
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,49,8.4,5.833333
SC,"BETTER BRANDS INC, SC",43926,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,27,1.983333,13.613445
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,11,0.566667,19.411765
SC,"BETTER BRANDS INC, SC",43926,WW COAST LOVE 6 % 1/6 BARREL SV,10KS970,2,0.166667,12
SC,"BETTER BRANDS INC, SC",43926,WW FREAK OF NAT 9% 24/12 NRLN 6/4 EM,105I64S,0,0.2,0
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,0,0.233333,0
SC,"BETTER BRANDS INC, SC",43926,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,0,1.016667,0
SC,"BETTER BRANDS INC, SC",43926,WW APP SESSION 5 % 24/16 AL CAN,10EM16S,0,0.433333,0
SC,"BETTER BRANDS INC, SC",43926,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,0,1.65,0
SC,"BETTER BRANDS INC, SC",43926,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,1.516667,0
SC,"BETTER BRANDS INC, SC",43926,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,0,0.45,0
SC,"BETTER BRANDS INC, SC",43926,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,0,0.15,0
SC,"BETTER BRANDS INC, SC",43926,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,0.233333,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,63,2.833333,22.235294
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,44,0.983333,44.745763
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,28,0.8,35
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,28,1.35,20.740741
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW LIEUT DANK 7 % 24/12 AL CAN 2/12,10591Z2,11,0.133333,82.5
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,6,0.133333,45
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,0,0.083333,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43925,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,-3,0.933333,-3.214286
SC,"A B BEVERAGE CO INC, SC",93901,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,17,0.35,48.571429
SC,"A B BEVERAGE CO INC, SC",93901,WW WATERMELON B 5 % 24/12 AL CAN 4/6 TRAY,10JU4Z6,14,0.116667,120
SC,"A B BEVERAGE CO INC, SC",93901,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,14,0.566667,24.705882
SC,"A B BEVERAGE CO INC, SC",93901,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,2,0.466667,4.285714
SC,"A B BEVERAGE CO INC, SC",93901,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,1,0.45,2.222222
SC,"A B BEVERAGE CO INC, SC",93901,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY,10JW4Z6,0,0.05,0
SC,"A B BEVERAGE CO INC, SC",93901,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,0,0.466667,0
SC,"A B BEVERAGE CO INC, SC",93901,WW FREAK OF NAT 9% 24/12 AL CAN 4/6 TRAY,105I4Z6,0,0.116667,0
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43975,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,9,0,540
SC,"SOUTHERN CROWN PARTNERS LLC, SC",43975,WW LIEUT DANK 7 % 24/12 AL CAN 4/6 TRAY,10594Z6,0,0.083333,0
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,349,9,38.777778
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,75,1.533333,48.913043
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW APP SESSION 5 % 24/12 AL CAN 4/6 TRAY,10EM4Z6,57,0.266667,213.75
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,25,0.466667,53.571429
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,24,0.466667,51.428571
FL,"GREAT BAY DISTRIBUTORS INC, FL",40901,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,1,4.766667,0.20979
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW PERNICIOUS 8 % 24/12 AL CAN 4/6 TRAY,10164Z6,184,10.966667,16.778116
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW BURST SERIES 5 % 24/12 AL CAN 4/6 TRAY XBR,10JW46W,87,6.45,13.488372
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW COAST LOVE 6 % 24/12 AL CAN 4/6 TRAY,10KS4W6,72,4.1,17.560976
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW PERNICIOUS 8 % 24/16 AL CAN,101616S,39,0.833333,46.8
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW APP SESSION 5 % 24/12 AL CAN 2/12,10EM1Z2,13,0.133333,97.5
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW PERNICIOUS 8 % 1/6 BARREL SV,1016970,2,0.183333,10.909091
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW PERNICIOUS 8 % 1/2 BARREL SV,1016940,2,0.033333,60
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW BURST SERIES 5 % 1/6 BARREL SV,10JW970,1,0.083333,12
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW COAST LOVE 6 % 1/2 BARREL SV,10KS940,0,0.05,0
FL,"PEPIN DISTRIBUTING COMPANY, FL",40908,WW BURST SERIES 5 % 1/2 BARREL SV,10JW940,0,0.083333,0
